Subject,Catalog,Title,preq1 subject,preq1 catalog,pereq1 title ,Co /Pre,AND/OR,preq2 sub,preq2 cat,pereq2 title ,Co /Pre,AND/OR,preq3 no,preq3 cat,pereq3 title ,Co /Pre,AND/OR,preq4 no,preq4 cat,pereq4 title ,Co /Pre,
PHA,F312,MEDICINAL CHEMISTRY I,,,,,,,,,,,,,,,,,,,,
PHA,F313,INSTRU METHODS OF ANAL,,,,,,,,,,,,,,,,,,,,
PHA,F314,PHARMA FORMUL & BIOPHARM,,,,,,,,,,,,,,,,,,,,
PHA,F341,PHARMACOLOGY II,PHA,    F311,PHARMACOLOGY I,PRE,,,,,,,,,,,,,,,,
PHA,F342,MEDICINAL CHEMISTRY II,PHA,    F312,MEDICINAL CHEMISTRY I,PRE,,,,,,,,,,,,,,,,
PHA,F343,FORENSIC PHARMACY,,,,,,,,,,,,,,,,,,,,
PHA,F344,NATURAL DRUGS,,,,,,,,,,,,,,,,,,,,
PHA,F413,PHARMA MANG & QUAL CONTR,,,,,,,,,,,,,,,,,,,,
PHA,F414,BIOPHARMACEUTICS,PHA,    F314,PHARMA FORMUL & BIOPHARM,PRE,,,,,,,,,,,,,,,,
PHA,F415,PATHOPHYSIOLOGY,PHA,    F214,ANATOMY PHYSIO & HYGIENE,PRE,AND,PHA,    F242,BIOLOGICAL CHEMISTRY,PRE,,,,,,,,,,,
PHA,F416,CHEM OF SYNTHETIC DRUGS,PHA,    F241,PHARMACEUTICAL CHEMISTRY,PRE,,,,,,,,,,,,,,,,
PHA,F417,PHARMACOECONOMICS,,,,,,,,,,,,,,,,,,,,
PHA,F422,COSMETIC SCIENCE,,,,,,,,,,,,,,,,,,,,
PHA,F432,HOSPITAL PHARMACY,,,,,,,,,,,,,,,,,,,,
PHA,F441,BIOCHEMICAL ENGINEERING,PHA,F242,BIOLOGICAL CHEMISTRY,PRE,,,,,,,,,,,,,,,,
PHA,F442,APPLIED PHARMA CHEMISTRY,PHA,    F241,PHARMACEUTICAL CHEMISTRY,PRE,,,,,,,,,,,,,,,,
PHA,F461,PHYTOCHEMISTRY,PHA,    F344,NATURAL DRUGS,PRE,,,,,,,,,,,,,,,,
PHIL,F211,INTRODUCTORY PHILOSOPHY,,,,,,,,,,,,,,,,,,,,
PHIL,F221,SYMBOLIC LOGIC,,,,,,,,,,,,,,,,,,,,
PHY,F110,PHYSICS LABORATORY,,,,,,,,,,,,,,,,,,,,
PHY,F111,MECH OSCIL & WAVES,,,,,,,,,,,,,,,,,,,,
PHY,F112,GENERAL PHYSICS,,,,,,,,,,,,,,,,,,,,
PHY,F211,CLASSICAL MECHANICS,PHY,    F111,MECH OSCIL & WAVES,PRE,,,,,,,,,,,,,,,,
PHY,F212,ELECTROMAGNETIC THEO I,PHY,    F111,MECH OSCIL & WAVES,PRE,,,,,,,,,,,,,,,,
PHY,F213,OPTICS,PHY,    F111,MECH OSCIL & WAVES,PRE,,,,,,,,,,,,,,,,
PHY,F214,ELEC MAGNET & OPTICS LAB,,,,,,,,,,,,,,,,,,,,
PHY,F215,INTRO TO ASTRO & ASTROPH,PHY,    F111,MECH OSCIL & WAVES,PRE,,,,,,,,,,,,,,,,
PHY,F241,ELECTROMAGNETIC THEO II,PHY,    F212,ELECTROMAGNETIC THEO I,PRE,,,,,,,,,,,,,,,,
PHY,F242,QUANTUM MECHANICS I,PHY,    F111,MECH OSCIL & WAVES,PRE,,,,,,,,,,,,,,,,
PHY,F243,MATH METHODS OF  PHYSICS,MATH,    F111,MATHEMATICS-I,PRE,AND,MATH,    F112,MATHEMATICS-II,PRE,AND,MATH,    F211,MATHEMATICS III,PRE,,,,,,
PHY,F244,MODERN PHYSICS LAB,,,,,,,,,,,,,,,,,,,,
PHY,F311,QUANTUM MECHANICS II,PHY,    F242,QUANTUM MECHANICS I,PRE,,,,,,,,,,,,,,,,
PHY,F312,STATISTICAL MECHANICS,PHY,    F242,QUANTUM MECHANICS I,PRE,,,,,,,,,,,,,,,,
PHY,F313,COMPUTATIONAL PHYSICS,MATH,    F111,MATHEMATICS-I,PRE,AND,MATH,    F112,MATHEMATICS-II,PRE,AND,MATH,    F211,MATHEMATICS III,PRE,,,,,,
PHY,F315,THEORY OF RELATIVITY,PHY,    F111,MECH OSCIL & WAVES,PRE,,,,,,,,,,,,,,,,
PHY,F316,MUSICAL ACOUSTICS,PHY,F111,MECHANICS OSCILLATIONS AND WAVES,PRE,,,,,,,,,,,,,,,,
PHY,F341,SOLID STATE PHYSICS,PHY,    F312,STATISTICAL MECHANICS,PRE,,,,,,,,,,,,,,,,
PHY,F342,ATOMIC & MOLECULAR PHY,PHY,    F242,QUANTUM MECHANICS I,PRE,AND,PHY,    F311,QUANTUM MECHANICS II,PRE,,,,,,,,,,,
PHY,F343,NUCLEAR & PARTICLE PHY,PHY,    F242,QUANTUM MECHANICS I,PRE,AND,PHY,    F311,QUANTUM MECHANICS II,PRE,AND,PHY,    F212,ELECTROMAGNETIC THEO I,PRE,,,,,,
PHY,F344,ADVANCED PHYSICS LAB,,,,,,,,,,,,,,,,,,,,
PHY,F345,QUANTUM MECHANICS FOR ENGINEERS,PHY,F111,"MECHANICS, OSCILLATIONS AND WAVES",PRE,AND,MATH,F111,MATHEMATICS-I,PRE,AND,MATH,F112,MATHEMATICS-II,PRE,AND,MATH,F211,MATHEMATICS-III,,
PHY,F378,PLASMA PHYSICS AND ITS APPLICATIONS,PHY,F212,ELECTROMAGNETIC THEORY-I,PRE,OR,EEE,F212,ELECTROMAGNETIC THEORY,PRE,OR,INSTR ,F212,ELECTROMAGNETIC THEORY,PRE,OR,ECE,F212,ELECTROMAGNETIC THEORY,,
PHY,F412,INTRO TO QUAN FIELD THEO,PHY,    F211,CLASSICAL MECHANICS,PRE,AND,PHY,    F242,QUANTUM MECHANICS I,PRE,AND,PHY,    F311,QUANTUM MECHANICS II,PRE,,,,,,
PHY,F413,PARTICLE PHYSICS,PHY,    F242,QUANTUM MECHANICS I,PRE,,PHY,    F311,QUANTUM MECHANICS II,PRE,,,,,,,,,,,
PHY,F414,PHYSICS OF ADV MATERIALS,,,,,,,,,,,,,,,,,,,,
PHY,F415,GEN THEO OF REL & COSMO,MATH,    F211,MATHEMATICS III,PRE,AND(,PHY,    F315,THEORY OF RELATIVITY,PRE,OR,PHY,    F241,ELECTROMAGNETIC THEO II,PRE,),,,,,
PHY,F416,SOFT CONDEN MATTER PHY,,,,,,,,,,,,,,,,,,,,
PHY,F417,EXPT METHODS OF  PHYSICS,,,,,,,,,,,,,,,,,,,,
PHY,F418,LASERS AND APPLICATIONS,PHY,    F242,QUANTUM MECHANICS I,PRE,AND,PHY,    F212,ELECTROMAGNETIC THEO I,PRE,,,,,,,,,,,
PHY,F419,ADV SOLID STATE PHYSICS,PHY,    F311,QUANTUM MECHANICS II,PRE,AND,PHY,    F341,SOLID STATE PHYSICS,PRE,,,,,,,,,,,
PHY,F420,QUANTUM OPTICS,PHY,    F242,QUANTUM MECHANICS I,PRE,AND,PHY,    F311,QUANTUM MECHANICS II,PRE,,,,,,,,,,,
PHY,F421,ADV QUANTUM MECHANICS,PHY,    F311,QUANTUM MECHANICS II,PRE,AND,PHY,    F241,ELECTROMAGNETIC THEO II,PRE,,,,,,,,,,,
PHY,F422,GROUP THEORY & APPLI,MATH,F112,MATHEMATICS-II,PRE,,,,,,,,,,,,,,,,
PHY,F423,SPECIAL TOP IN STAT MECH,PHY,    F312,STATISTICAL MECHANICS,PRE,,,,,,,,,,,,,,,,
PHY,F424,ADVANCED ELECTRODYNAMICS,PHY,    F243,MATH METHODS OF  PHYSICS,PRE,,,,,,,,,,,,,,,,
PHY,F425,ADV MATH METHODS OF PHY,PHY,    F243,MATH METHODS OF  PHYSICS,PRE,,,,,,,,,,,,,,,,
PHY,F426,PHY OF SEMICONDUCTOR DEV,,,,,,,,,,,,,,,,,,,,
PHY,F427,ATMOSPHERIC PHYSICS,PHY,    F111,MECH OSCIL & WAVES,PRE,,,,,,,,,,,,,,,,
PHY,G512,ADVANCED QUANTUM FIELD THEORY,PHY,F412,INTRODUCTION TO QUANTUM FIELD THEORY,PRE,,,,,,,,,,,,,,,,
POL,F311,GANDHIAN THOUGHTS,,,,,,,,,,,,,,,,,,,,
POL,F321,INTERNATIONAL RELATIONS,,,,,,,,,,,,,,,,,,,,
MBA,G538,MARKETING MODELS,MBA,G518,MARKETING,,,,,,,,,,,,,,,,,
CS,F402,COMPUTATIONAL GEOMETRY,CS,F111,COMPUTER PROGRAMMING,,,CS,F211,DATA STRUCTURE AND ALGORITHMS,,,,,,,,,,,,
FIN,F414,FINANCIAL RISK ANALATICS AND MANAGEMENT,FIN,F311,DERIVATIVES AND RISK MANAGEMENT,,,ECON ,F354,DERIVATIVES AND RISK MANAGEMENT,,,,,,,,,,,,
BIO,F217,"LABORATORY FOR WATER, SANITATION AND SOLID WASTE MANAGEMENT",BITS,F216,"WATER, SANITATION AND SOLID WASTE MANAGEMENT",,,,,,,,,,,,,,,,,
CS,F320,FOUNDATIONS OF DATA SCIENCE,MATH,F113,PROBABILITY AND STATISTICS,,,,,,,,,,,,,,,,,
EEE,G641,APPLIED ESTIMATION THEORY,EEE,F311,COMMUNICATION SYSTEMS,,,ECE,F311,COMMUNICATION SYSTEMS,,,,,,,,,,,,
MATH,F432,APPLIED STATISTICAL METHODS,MATH,F113,PROBABILITY AND STATISTICS,,,,,,,,,,,,,,,,,
PHY,F431,GEOMETRICAL METHODS IN PHYSICS,PHY,F243,MATHEMATICAL METHODS OF PHYSICS,,,MATH,F241,MATHEMATICAL METHODS,,,,,,,,,,,,
PHY,F432,CLASSICAL THEORY OF FIELDS: A SYMMETRY PERSPECTIVE,PHY,F311,QUANTUM MECHANICS II,,,,,,,,,,,,,,,,,
CHEM,F320,INTRODUCTORY COMPUTATIONAL CHEMISTRY LABORATORY,CHEM,F244,PHYSICAL CHEMISTRY III,,,,,,,,,,,,,,,,,
ME,F414,FUEL CELL SCIENCE AND TECHNOLOGY,BITS,F111,THERMODYNAMICS,,,,,,,,,,,,,,,,,
CE,F325,FUNDAMENTALS OF ROCK MECHANICS,CE,F243,SOIL MECHANICS,,,,,,,,,,,,,,,,,
CHE,F423,MEMBRANE SCIENCE AND ENGINEERING,CHE,F313,SEPARATION PROCESSES II,,,,,,,,,,,,,,,,,
CHE,F424,RHEOLOGY OF COMPLEX FLUIDS,CHE,F212,FLUID MECHANICS,,,,,,,,,,,,,,,,,
BITS,F323,VENTURE FINANCE,ECON,F212,FUNDAMENTALS OF FINANCE & ACCOUNTING,,,,,,,,,,,,,,,,,
PHY,F317,INTRODUCTION TO RADIO ASTRONOMY,MATH,F211,MATHEMATICS-III,,and,PHY,F212,ELECTROMAGNETIC THEORY I,,or,EEE/INSTR/ECE,F212,ELECTROMAGNETIC THEORY,,,,,,,
PHY,F428,QUANTUM INFORMATION THEORY,BITS,F386,INTRODUCTION TO QUANTUM INFORMATION AND COMPUTATION,,and,PHY,F242,QUANTUM MECHANICS 1,,,,,,,,,,,,
CE,G564,STRUCTURAL HEALTH ASSESSMENT AND REHABILITATION,CE,F311,DESIGN OF CONCRETE STRUCTURES,,and,CE,F343,DESIGN OF STEEL STRUCTURES,,,,,,,,,,,,
MBA,G578,GAME THEORY AND BUSINESS STRATEGY,MBA,G513,QUANTITATIVE METHODS,,,,,,,,,,,,,,,,,
EEE,F436,Electromagnetic Compatibility,EEE/INSTR/ECE/PHY ,F212,ELECTROMAGNETIC THEORY,,,,,,,,,,,,,,,,,
MATH,F481,COMMUTATIVE ALGEBRA,MATH,F215,ALGEBRA-I,,,,,,,,,,,,,,,,,FROM MATH F314 TO MATH F215
AN,F311,Principles of Aerodynamics,CE,F231,FLUID MECHANICS,Pre,OR,CHE,F212,FLUID MECHANICS,Pre,OR,ME,F212,FLUID MECHANICS,Pre,OR,MF,F218,Transport Phenomena in Manufacturing,Pre,
AN,F312,Aircraft Propulsion,CE,F231,FLUID MECHANICS,Pre,OR,CHE,F212,FLUID MECHANICS,Pre,OR,ME,F212,FLUID MECHANICS,Pre,OR,MF,F218,Transport Phenomena in Manufacturing,Pre,
AN,F315,Aircraft Structures,ME,F211,Mechanics of Solids,Pre,OR,CE,F211,Mechanics of Solids,Pre,,,,,,,,,,,
CS,F316,Quantum Architecture and Programming,CS,F215,Digital Design,Pre,,,,,,,,,,,,,,,,
CS,F426,Graph Mining,CS,F211,Data Structure and Algorithms,Pre,,,,,,,,,,,,,,,,
CS,F427,Performance Analysis of Computer Networks,CS,F303,Computer Networks,Pre,,,,,,,,,,,,,,,,
EEE,F419,Flexible and Stretchable Electronics,EEE,F214,Electronic Devices,Pre,OR,INSTR,F214,Electronic Devices,Pre,OR,ECE,F214,Electronic Devices,Pre,,,,,,
EEE,F420,Biomedical Signal Processing,EEE,F434,Digital Signal Processing,Pre,OR,ECE,F434,Digital Signal Processing,Pre,,,,,,,,,,,
PHY,F346,Laser Science and Technology,PHY,F212,Electromagnetic Theory I,Pre,OR,EEE,F212,Electromagnetic Theory,Pre,OR,INSTR,F212,Electromagnetic Theory,Pre,OR,ECE,F212,Electromagnetic Theory,Pre,
CS,G518,Internet of Things: Design and Development,CS,F303,Computer Networks,Co,OR,EEE,F414,Telecommunication Switching Systems and Networks,Co,OR,ECE,F414,Telecommunication Switching Systems and Networks,Co,OR,EEE,F346,Data Communication Networks,Co,
CHE,F341,CHEMICAL ENGG LAB II,CHE,    F311,KINETICS & REACTOR DESIG,CO,AND,CHE,    F342,PROCESS DYN & CONTROL,CO,AND,CHE,    F313,SEPARATION PROCESSES II,CO,,,,,,
BIO,F311,RECOMBINANT DNA TECH,BIO,    F211,BIOLOGICAL CHEMISTRY,PRE,OR,PHA,F242,BIOLOGICAL CHEMISTRY,Pre,AND,BIO,    F243,GENETICS,PRE,,,,,,
BIO,F421,ENZYMOLOGY,BIO,    F211,BIOLOGICAL CHEMISTRY,PRE,OR,PHA,F242,BIOLOGICAL CHEMISTRY,Pre,,,,,,,,,,,
BIO,F417,BIOMOLECULAR MODELING,BIO,    F211,BIOLOGICAL CHEMISTRY,PRE,OR,PHA,F242,BIOLOGICAL CHEMISTRY,Pre,,,,,,,,,,,
ECE,F216,Electronic Devices Simulation Laboratory,EEE,F214,ELECTRONIC DEVICES,PRE,OR,INSTR,F214,ELECTRONIC DEVICES,Pre,OR,ECE,F214,ELECTRONIC DEVICES,PRE,,,,,,
ECE,F423,Electronic Material Design and Simulations Laboratory,EEE,F214,ELECTRONIC DEVICES,PRE,OR,INSTR,F214,ELECTRONIC DEVICES,Pre,OR,ECE,F214,ELECTRONIC DEVICES,PRE,,,,,,
ECE,F424,Smart Grid for Sustainable Energy,EEE,F242,CONTROL SYSTEMS,PRE,OR,INSTR,F242,CONTROL SYSTEMS,Pre,OR,ECE,F242,CONTROL SYSTEMS,PRE,,,,,,
EEE,F216,Electronic Devices Simulation Laboratory,EEE,F214,ELECTRONIC DEVICES,PRE,OR,INSTR,F214,ELECTRONIC DEVICES,Pre,OR,ECE,F214,ELECTRONIC DEVICES,PRE,,,,,,
EEE,F423,Electronic Material Design and Simulations Laboratory,EEE,F214,ELECTRONIC DEVICES,PRE,OR,INSTR,F214,ELECTRONIC DEVICES,Pre,OR,ECE,F214,ELECTRONIC DEVICES,PRE,,,,,,
EEE,F424,Smart Grid for Sustainable Energy,EEE,F242,CONTROL SYSTEMS,PRE,OR,INSTR,F242,CONTROL SYSTEMS,Pre,OR,ECE,F242,CONTROL SYSTEMS,PRE,,,,,,
EEE,F430,Green Communications and Networks,EEE,F311,COMMUNICATION SYSTEMS,PRE,,,,,,,,,,,,,,,,
INSTR,F216,Electronic Devices Simulation Laboratory,EEE,F214,ELECTRONIC DEVICES,PRE,OR,INSTR,F214,ELECTRONIC DEVICES,Pre,OR,ECE,F214,ELECTRONIC DEVICES,PRE,,,,,,
INSTR,F423,Electronic Material Design and Simulations Laboratory,EEE,F214,ELECTRONIC DEVICES,PRE,OR,INSTR,F214,ELECTRONIC DEVICES,Pre,OR,ECE,F214,ELECTRONIC DEVICES,PRE,,,,,,
INSTR,F424,Smart Grid for Sustainable Energy,EEE,F242,CONTROL SYSTEMS,PRE,OR,INSTR,F242,CONTROL SYSTEMS,Pre,OR,ECE,F242,CONTROL SYSTEMS,PRE,,,,,,
PHA,F315,Pharmaceutical Formulations II,PHA,F216,Pharmaceutical Formulations I,PRE,,,,,,,,,,,,,,,,
PHA,F317,Safety Pharmacology and Toxicology,PHA,F311,PHARMACOLOGY I,PRE,,,,,,,,,,,,,,,,
PHA,F419,Herbal Drug Technology  ,PHA,F344,NATURAL DRUGS,PRE,,,,,,,,,,,,,,,,
BITS,F429,NANOTECHNOGY FOR RENEWABLE ENERGY AND ENVIRONMENT,BITS / CHE / ME / MF,F201 / F243 / F213 / F213,MATERIAL SCIENCE & ENGINEERING,PRE,OR,CHEM,F333,CHEMISTRY OF MATERIALS,PRE,OR,PHY,F414,PHYSICS OF ADVANCED MATRIALS,PRE,,,,,,
EEE,G614,Advanced Wireless Communications,EEE,F311,COMMUNICATION SYSTEMS,PRE,,,,,,,,,,,,,,,,
EEE,G514,Nanoelectronic Memories and Technology,EEE,F214,ELECTRONIC DEVICES,PRE,OR,EEE,F313,ANALOG AND DIGITAL VLSI DESIGN,PRE,OR,MEL,G621,VLSI DESIGN,PRE,OR,MEL,G631,PHYSICS AND MODELLING OF MICROELECTRONIC DEVICES,PRE,
MEL,G514,Nanoelectronic Memories and Technology,EEE,F214,ELECTRONIC DEVICES,PRE,OR,EEE,F313,ANALOG AND DIGITAL VLSI DESIGN,PRE,OR,MEL,G621,VLSI DESIGN,PRE,OR,MEL,G631,PHYSICS AND MODELLING OF MICROELECTRONIC DEVICES,PRE,
CS,F430,Approximation Algorithms,CS,F364,DESIGN & ANAL OF ALGO,PRE,,,,,,,,,,,,,,,,
CS,F431,Combinatorial Optimization,CS,F211,DATA STRUCTURES & ALGO,PRE,,,,,,,,,,,,,,,,
MATH,F425,Numerical Linear Algebra,MATH,F112,MATHEMATICS-II,PRE,,,,,,,,,,,,,,,,
ME,G613,Advanced Finite Element Modelling & Analysis,CE,F435,INTRODUCTION TO FEM,PRE,OR,CE,G619,FINITE ELEMENT ANALYSIS,PRE,OR,ME,G512,FINITE ELEMENT METHOD,PRE,,,,,,
MPBA,G537,Data Structures and Algorithmic Thinking,MPBA,G507,Programming For Analytics,PRE,,,,,,,,,,,,,,,,
CE,G576,Advanced Computational Modelling,CE,F435,INTRODUCTION TO FEM,PRE,OR,CE,G619,FINITE ELEMENT ANALYSIS,PRE,OR,ME,G512,FINITE ELEMENT METHOD,PRE,,,,,,
ECON,F419,Advanced Microeconomics,ECON,F242,MICROECONOMICS,PRE,,,,,,,,,,,,,,,,
ME,F428,Smart Materials,ME,F216,Materials Science and Engineering,PRE,OR,MF,F216,Materials Science and Engineering,PRE,OR,CHE,F243,MATERIAL SCIENCE & ENGG,PRE,,,,,,
ME,F429,Micro-Nanoscale Heat Transport,ME,F220,HEAT TRANSFER,PRE,OR,CHE,F241,HEAT TRANSFER,PRE,,,,,,,,,,,
PHY,F433,Topics in Nonlinear Optics,PHY,F212,ELECTROMAGNETIC THEO I,PRE,OR,PHY,F213,OPTICS,PRE,,,,,,,,,,,
